"Country or Area","Element Code","Element","Year","Unit","Value","Value Footnotes"
"South Africa","5510","Production","2015","tonnes","48365.00",""
"South Africa","5510","Production","2014","tonnes","35235.00",""
"South Africa","5510","Production","2013","tonnes","41760.00",""
"South Africa","5510","Production","2012","tonnes","52504.00",""
"South America","5312","Area harvested","2017","ha","3272.00","A"
"South America","5312","Area harvested","2016","ha","3403.00","A"
"South America","5312","Area harvested","2015","ha","3400.00","A"
"South America","5312","Area harvested","2014","ha","3633.00","A"
"South America","5312","Area harvested","2013","ha","3937.00","A"
"South America","5312","Area harvested","2012","ha","3938.00","A"
"South America","5419","Yield","2017","hg/ha","107295.00","Fc"
"South America","5419","Yield","2016","hg/ha","106885.00","Fc"
"South America","5419","Yield","2015","hg/ha","107392.00","Fc"
"South America","5419","Yield","2014","hg/ha","105987.00","Fc"
"South America","5419","Yield","2013","hg/ha","105428.00","Fc"
"South America","5419","Yield","2012","hg/ha","105134.00","Fc"
"South America","5510","Production","2017","tonnes","35105.00","A"
"South America","5510","Production","2016","tonnes","36371.00","A"
"South America","5510","Production","2015","tonnes","36518.00","A"
"South America","5510","Production","2014","tonnes","38504.00","A"
"South America","5510","Production","2013","tonnes","41511.00","A"
"South America","5510","Production","2012","tonnes","41399.00","A"
"Southern Africa","5312","Area harvested","2017","ha","3411.00","A"
"Southern Africa","5312","Area harvested","2016","ha","2869.00","A"
"Southern Africa","5312","Area harvested","2015","ha","5417.00","A"
"Southern Africa","5312","Area harvested","2014","ha","3962.00","A"
"Southern Africa","5312","Area harvested","2013","ha","4517.00","A"
"Southern Africa","5312","Area harvested","2012","ha","5650.00","A"
"Southern Africa","5419","Yield","2017","hg/ha","89825.00","Fc"
"Southern Africa","5419","Yield","2016","hg/ha","90310.00","Fc"
"Southern Africa","5419","Yield","2015","hg/ha","89291.00","Fc"
"Southern Africa","5419","Yield","2014","hg/ha","88932.00","Fc"
"Southern Africa","5419","Yield","2013","hg/ha","92449.00","Fc"
"Southern Africa","5419","Yield","2012","hg/ha","92931.00","Fc"
"Southern Africa","5510","Production","2017","tonnes","30637.00","A"
"Southern Africa","5510","Production","2016","tonnes","25909.00","A"
"Southern Africa","5510","Production","2015","tonnes","48365.00","A"
"Southern Africa","5510","Production","2014","tonnes","35235.00","A"
"Southern Africa","5510","Production","2013","tonnes","41760.00","A"
"Southern Africa","5510","Production","2012","tonnes","52504.00","A"
"Southern Asia","5312","Area harvested","2017","ha","96547.00","A"
"Southern Asia","5312","Area harvested","2016","ha","84132.00","A"
"Southern Asia","5312","Area harvested","2015","ha","94667.00","A"
"Southern Asia","5312","Area harvested","2014","ha","94826.00","A"
"Southern Asia","5312","Area harvested","2013","ha","96041.00","A"
"Southern Asia","5312","Area harvested","2012","ha","76586.00","A"
"Southern Asia","5419","Yield","2017","hg/ha","64341.00","Fc"
"Southern Asia","5419","Yield","2016","hg/ha","52495.00","Fc"
"Southern Asia","5419","Yield","2015","hg/ha","55934.00","Fc"
"Southern Asia","5419","Yield","2014","hg/ha","54609.00","Fc"
"Southern Asia","5419","Yield","2013","hg/ha","69083.00","Fc"
"Southern Asia","5419","Yield","2012","hg/ha","76715.00","Fc"
"Southern Asia","5510","Production","2017","tonnes","621196.00","A"
"Southern Asia","5510","Production","2016","tonnes","441650.00","A"
"Southern Asia","5510","Production","2015","tonnes","529512.00","A"
"Southern Asia","5510","Production","2014","tonnes","517831.00","A"
"Southern Asia","5510","Production","2013","tonnes","663475.00","A"
"Southern Asia","5510","Production","2012","tonnes","587530.00","A"
"Southern Europe","5312","Area harvested","2017","ha","54456.00","A"
"Southern Europe","5312","Area harvested","2016","ha","53209.00","A"
"Southern Europe","5312","Area harvested","2015","ha","52361.00","A"
"Southern Europe","5312","Area harvested","2014","ha","51969.00","A"
"Southern Europe","5312","Area harvested","2013","ha","53203.00","A"
"Southern Europe","5312","Area harvested","2012","ha","51105.00","A"
"Southern Europe","5419","Yield","2017","hg/ha","110307.00","Fc"
"Southern Europe","5419","Yield","2016","hg/ha","95934.00","Fc"
"Southern Europe","5419","Yield","2015","hg/ha","96952.00","Fc"
"Southern Europe","5419","Yield","2014","hg/ha","94613.00","Fc"
"Southern Europe","5419","Yield","2013","hg/ha","84047.00","Fc"
"Southern Europe","5419","Yield","2012","hg/ha","94221.00","Fc"
"Southern Europe","5510","Production","2017","tonnes","600685.00","A"
"Southern Europe","5510","Production","2016","tonnes","510453.00","A"
"Southern Europe","5510","Production","2015","tonnes","507653.00","A"
"Southern Europe","5510","Production","2014","tonnes","491698.00","A"
"Southern Europe","5510","Production","2013","tonnes","447160.00","A"
"Southern Europe","5510","Production","2012","tonnes","481520.00","A"
"Spain","5312","Area harvested","2017","ha","21002.00",""
"Spain","5312","Area harvested","2016","ha","20353.00",""
"Spain","5312","Area harvested","2015","ha","18822.00",""
"Spain","5312","Area harvested","2014","ha","18451.00",""
"Spain","5312","Area harvested","2013","ha","20300.00",""
"Spain","5312","Area harvested","2012","ha","18542.00",""
"Spain","5419","Yield","2017","hg/ha","77551.00","Fc"
"Spain","5419","Yield","2016","hg/ha","68592.00","Fc"
"Spain","5419","Yield","2015","hg/ha","81642.00","Fc"
"Spain","5419","Yield","2014","hg/ha","73950.00","Fc"
"Spain","5419","Yield","2013","hg/ha","64926.00","Fc"
"Spain","5419","Yield","2012","hg/ha","63701.00","Fc"
"Spain","5510","Production","2017","tonnes","162872.00",""
"Spain","5510","Production","2016","tonnes","139605.00",""
"Spain","5510","Production","2015","tonnes","153667.00",""
"Spain","5510","Production","2014","tonnes","136446.00",""
"Spain","5510","Production","2013","tonnes","131800.00",""
"Spain","5510","Production","2012","tonnes","118114.00",""
"Switzerland","5312","Area harvested","2017","ha","736.00",""
"Switzerland","5312","Area harvested","2016","ha","721.00",""
"Switzerland","5312","Area harvested","2015","ha","709.00",""
"Switzerland","5312","Area harvested","2014","ha","708.00",""
"Switzerland","5312","Area harvested","2013","ha","702.00",""
"Switzerland","5312","Area harvested","2012","ha","694.00",""
"Switzerland","5419","Yield","2017","hg/ha","128822.00","Fc"
"Switzerland","5419","Yield","2016","hg/ha","128336.00","Fc"
"Switzerland","5419","Yield","2015","hg/ha","117969.00","Fc"
"Switzerland","5419","Yield","2014","hg/ha","150014.00","Fc"
"Switzerland","5419","Yield","2013","hg/ha","119587.00","Fc"
"Switzerland","5419","Yield","2012","hg/ha","126340.00","Fc"
"Switzerland","5510","Production","2017","tonnes","9481.00","Im"
"Switzerland","5510","Production","2016","tonnes","9253.00",""
"Switzerland","5510","Production","2015","tonnes","8364.00",""
"Switzerland","5510","Production","2014","tonnes","10621.00",""
"Switzerland","5510","Production","2013","tonnes","8395.00",""
"Switzerland","5510","Production","2012","tonnes","8768.00",""
"Syrian Arab Republic","5312","Area harvested","2017","ha","14000.00","F"
"Syrian Arab Republic","5312","Area harvested","2016","ha","14000.00","F"
"Syrian Arab Republic","5312","Area harvested","2015","ha","14000.00","F"
"Syrian Arab Republic","5312","Area harvested","2014","ha","13783.00",""
"Syrian Arab Republic","5312","Area harvested","2013","ha","13780.00",""
"Syrian Arab Republic","5312","Area harvested","2012","ha","13801.00",""
"Syrian Arab Republic","5419","Yield","2017","hg/ha","22857.00","Fc"
"Syrian Arab Republic","5419","Yield","2016","hg/ha","22857.00","Fc"
"Syrian Arab Republic","5419","Yield","2015","hg/ha","22857.00","Fc"
"Syrian Arab Republic","5419","Yield","2014","hg/ha","23223.00","Fc"
"Syrian Arab Republic","5419","Yield","2013","hg/ha","47367.00","Fc"
"Syrian Arab Republic","5419","Yield","2012","hg/ha","52170.00","Fc"
"Syrian Arab Republic","5510","Production","2017","tonnes","32000.00","F"
"Syrian Arab Republic","5510","Production","2016","tonnes","32000.00","F"
"Syrian Arab Republic","5510","Production","2015","tonnes","32000.00","F"
"Syrian Arab Republic","5510","Production","2014","tonnes","32008.00",""
"Syrian Arab Republic","5510","Production","2013","tonnes","65272.00",""
"Syrian Arab Republic","5510","Production","2012","tonnes","72000.00",""
"Tajikistan","5312","Area harvested","2017","ha","11134.00","Im"
"Tajikistan","5312","Area harvested","2016","ha","11614.00","Im"
"Tajikistan","5312","Area harvested","2015","ha","11315.00","Im"
"Tajikistan","5312","Area harvested","2014","ha","11600.00",""
"Tajikistan","5312","Area harvested","2013","ha","11200.00",""
"Tajikistan","5312","Area harvested","2012","ha","10700.00",""
"Tajikistan","5419","Yield","2017","hg/ha","28953.00","Fc"
"Tajikistan","5419","Yield","2016","hg/ha","27542.00","Fc"
"Tajikistan","5419","Yield","2015","hg/ha","28031.00","Fc"
"Tajikistan","5419","Yield","2014","hg/ha","28448.00","Fc"
"Tajikistan","5419","Yield","2013","hg/ha","28036.00","Fc"
"Tajikistan","5419","Yield","2012","hg/ha","28037.00","Fc"
"Tajikistan","5510","Production","2017","tonnes","32235.00","Im"
"Tajikistan","5510","Production","2016","tonnes","31986.00","Im"
"Tajikistan","5510","Production","2015","tonnes","31719.00","Im"
"Tajikistan","5510","Production","2014","tonnes","33000.00",""
"Tajikistan","5510","Production","2013","tonnes","31400.00",""
"Tajikistan","5510","Production","2012","tonnes","30000.00",""
"Tunisia","5312","Area harvested","2017","ha","6284.00","Im"
"Tunisia","5312","Area harvested","2016","ha","6406.00","Im"
"Tunisia","5312","Area harvested","2015","ha","6970.00",""
"Tunisia","5312","Area harvested","2014","ha","6600.00",""
"Tunisia","5312","Area harvested","2013","ha","7090.00",""
"Tunisia","5312","Area harvested","2012","ha","7840.00",""
"Tunisia","5419","Yield","2017","hg/ha","48536.00","Fc"
"Tunisia","5419","Yield","2016","hg/ha","48393.00","Fc"
"Tunisia","5419","Yield","2015","hg/ha","46628.00","Fc"
"Tunisia","5419","Yield","2014","hg/ha","43939.00","Fc"
"Tunisia","5419","Yield","2013","hg/ha","41608.00","Fc"
"Tunisia","5419","Yield","2012","hg/ha","42730.00","Fc"
"Tunisia","5510","Production","2017","tonnes","30500.00",""
"Tunisia","5510","Production","2016","tonnes","31000.00",""
"Tunisia","5510","Production","2015","tonnes","32500.00",""
"Tunisia","5510","Production","2014","tonnes","29000.00",""
"Tunisia","5510","Production","2013","tonnes","29500.00",""
"Tunisia","5510","Production","2012","tonnes","33500.00",""
"Turkey","5312","Area harvested","2017","ha","125049.00",""
"Turkey","5312","Area harvested","2016","ha","123805.00",""
"Turkey","5312","Area harvested","2015","ha","123176.00",""
"Turkey","5312","Area harvested","2014","ha","117907.00",""
"Turkey","5312","Area harvested","2013","ha","115613.00",""
"Turkey","5312","Area harvested","2012","ha","114052.00",""
"Turkey","5419","Yield","2017","hg/ha","78769.00","Fc"
"Turkey","5419","Yield","2016","hg/ha","58964.00","Fc"
"Turkey","5419","Yield","2015","hg/ha","56513.00","Fc"
"Turkey","5419","Yield","2014","hg/ha","23596.00","Fc"
"Turkey","5419","Yield","2013","hg/ha","67466.00","Fc"
"Turkey","5419","Yield","2012","hg/ha","66636.00","Fc"
"Turkey","5510","Production","2017","tonnes","985000.00",""
"Turkey","5510","Production","2016","tonnes","730000.00",""
"Turkey","5510","Production","2015","tonnes","696100.00",""
"Turkey","5510","Production","2014","tonnes","278210.00",""
"Turkey","5510","Production","2013","tonnes","780000.00",""
"Turkey","5510","Production","2012","tonnes","760000.00",""
"Turkmenistan","5312","Area harvested","2017","ha","2600.00","F"
"Turkmenistan","5312","Area harvested","2016","ha","2600.00","F"
"Turkmenistan","5312","Area harvested","2015","ha","2600.00","F"
"Turkmenistan","5312","Area harvested","2014","ha","2600.00","F"
"Turkmenistan","5312","Area harvested","2013","ha","2600.00","F"
"Turkmenistan","5312","Area harvested","2012","ha","2600.00","F"
"Turkmenistan","5419","Yield","2017","hg/ha","129038.00","Fc"
"Turkmenistan","5419","Yield","2016","hg/ha","129038.00","Fc"
"Turkmenistan","5419","Yield","2015","hg/ha","129038.00","Fc"
"Turkmenistan","5419","Yield","2014","hg/ha","128846.00","Fc"
"Turkmenistan","5419","Yield","2013","hg/ha","128846.00","Fc"
"Turkmenistan","5419","Yield","2012","hg/ha","128846.00","Fc"
"Turkmenistan","5510","Production","2017","tonnes","33550.00","F"
"Turkmenistan","5510","Production","2016","tonnes","33550.00","F"
"Turkmenistan","5510","Production","2015","tonnes","33550.00","F"
"Turkmenistan","5510","Production","2014","tonnes","33500.00","F"
"Turkmenistan","5510","Production","2013","tonnes","33500.00","F"
"Turkmenistan","5510","Production","2012","tonnes","33500.00","F"
"Ukraine","5312","Area harvested","2017","ha","7800.00",""
"Ukraine","5312","Area harvested","2016","ha","7600.00",""
"Ukraine","5312","Area harvested","2015","ha","8200.00",""
"Ukraine","5312","Area harvested","2014","ha","8500.00",""
"Ukraine","5312","Area harvested","2013","ha","9300.00",""
"Ukraine","5312","Area harvested","2012","ha","9300.00",""
"Ukraine","5419","Yield","2017","hg/ha","111128.00","Fc"
"Ukraine","5419","Yield","2016","hg/ha","106961.00","Fc"
"Ukraine","5419","Yield","2015","hg/ha","79146.00","Fc"
"Ukraine","5419","Yield","2014","hg/ha","75906.00","Fc"
"Ukraine","5419","Yield","2013","hg/ha","145129.00","Fc"
"Ukraine","5419","Yield","2012","hg/ha","67634.00","Fc"
"Ukraine","5510","Production","2017","tonnes","86680.00",""
"Ukraine","5510","Production","2016","tonnes","81290.00",""
"Ukraine","5510","Production","2015","tonnes","64900.00",""
"Ukraine","5510","Production","2014","tonnes","64520.00",""
"Ukraine","5510","Production","2013","tonnes","134970.00",""
"Ukraine","5510","Production","2012","tonnes","62900.00",""
"United States of America","5312","Area harvested","2017","ha","4570.00",""
"United States of America","5312","Area harvested","2016","ha","4450.00",""
"United States of America","5312","Area harvested","2015","ha","3893.00",""
"United States of America","5312","Area harvested","2014","ha","4379.00",""
"United States of America","5312","Area harvested","2013","ha","4391.00",""
"United States of America","5312","Area harvested","2012","ha","4593.00",""
"United States of America","5419","Yield","2017","hg/ha","90613.00","Fc"
"United States of America","5419","Yield","2016","hg/ha","130584.00","Fc"
"United States of America","5419","Yield","2015","hg/ha","97072.00","Fc"
"United States of America","5419","Yield","2014","hg/ha","134508.00","Fc"
"United States of America","5419","Yield","2013","hg/ha","126099.00","Fc"
"United States of America","5419","Yield","2012","hg/ha","120089.00","Fc"
"United States of America","5510","Production","2017","tonnes","41410.00",""
"United States of America","5510","Production","2016","tonnes","58110.00",""
"United States of America","5510","Production","2015","tonnes","37790.00",""
"United States of America","5510","Production","2014","tonnes","58901.00",""
"United States of America","5510","Production","2013","tonnes","55370.00",""
"United States of America","5510","Production","2012","tonnes","55157.00",""
"Uzbekistan","5312","Area harvested","2017","ha","41711.00",""
"Uzbekistan","5312","Area harvested","2016","ha","95942.00",""
"Uzbekistan","5312","Area harvested","2015","ha","48829.00","Im"
"Uzbekistan","5312","Area harvested","2014","ha","47134.00","Im"
"Uzbekistan","5312","Area harvested","2013","ha","44616.00","Im"
"Uzbekistan","5312","Area harvested","2012","ha","41804.00","Im"
"Uzbekistan","5419","Yield","2017","hg/ha","127680.00","Fc"
"Uzbekistan","5419","Yield","2016","hg/ha","138068.00","Fc"
"Uzbekistan","5419","Yield","2015","hg/ha","124107.00","Fc"
"Uzbekistan","5419","Yield","2014","hg/ha","116052.00","Fc"
"Uzbekistan","5419","Yield","2013","hg/ha","107584.00","Fc"
"Uzbekistan","5419","Yield","2012","hg/ha","101903.00","Fc"
"Uzbekistan","5510","Production","2017","tonnes","532565.00",""
"Uzbekistan","5510","Production","2016","tonnes","1324651.00",""
"Uzbekistan","5510","Production","2015","tonnes","606000.00",""
"Uzbekistan","5510","Production","2014","tonnes","547000.00",""
"Uzbekistan","5510","Production","2013","tonnes","480000.00",""
"Uzbekistan","5510","Production","2012","tonnes","426000.00",""
"Western Asia","5312","Area harvested","2017","ha","164761.00","A"
"Western Asia","5312","Area harvested","2016","ha","162687.00","A"
"Western Asia","5312","Area harvested","2015","ha","160932.00","A"
"Western Asia","5312","Area harvested","2014","ha","157939.00","A"
"Western Asia","5312","Area harvested","2013","ha","155244.00","A"
"Western Asia","5312","Area harvested","2012","ha","152762.00","A"
"Western Asia","5419","Yield","2017","hg/ha","72527.00","Fc"
"Western Asia","5419","Yield","2016","hg/ha","55789.00","Fc"
"Western Asia","5419","Yield","2015","hg/ha","57460.00","Fc"
"Western Asia","5419","Yield","2014","hg/ha","28082.00","Fc"
"Western Asia","5419","Yield","2013","hg/ha","66318.00","Fc"
"Western Asia","5419","Yield","2012","hg/ha","65703.00","Fc"
"Western Asia","5510","Production","2017","tonnes","1194964.00","A"
"Western Asia","5510","Production","2016","tonnes","907612.00","A"
"Western Asia","5510","Production","2015","tonnes","924722.00","A"
"Western Asia","5510","Production","2014","tonnes","443517.00","A"
"Western Asia","5510","Production","2013","tonnes","1029549.00","A"
"Western Asia","5510","Production","2012","tonnes","1003691.00","A"
"Western Europe","5312","Area harvested","2017","ha","13773.00","A"
"Western Europe","5312","Area harvested","2016","ha","13739.00","A"
"Western Europe","5312","Area harvested","2015","ha","13513.00","A"
"Western Europe","5312","Area harvested","2014","ha","13731.00","A"
"Western Europe","5312","Area harvested","2013","ha","13699.00","A"
"Western Europe","5312","Area harvested","2012","ha","14076.00","A"
"Western Europe","5419","Yield","2017","hg/ha","487273.00","Fc"
"Western Europe","5419","Yield","2016","hg/ha","449813.00","Fc"
"Western Europe","5419","Yield","2015","hg/ha","130721.00","Fc"
"Western Europe","5419","Yield","2014","hg/ha","142156.00","Fc"
"Western Europe","5419","Yield","2013","hg/ha","108029.00","Fc"
"Western Europe","5419","Yield","2012","hg/ha","132950.00","Fc"
"Western Europe","5510","Production","2017","tonnes","671130.00","A"
"Western Europe","5510","Production","2016","tonnes","618007.00","A"
"Western Europe","5510","Production","2015","tonnes","176640.00","A"
"Western Europe","5510","Production","2014","tonnes","195191.00","A"
"Western Europe","5510","Production","2013","tonnes","147990.00","A"
"Western Europe","5510","Production","2012","tonnes","187144.00","A"
"World","5312","Area harvested","2017","ha","560308.00","A"
"World","5312","Area harvested","2016","ha","592775.00","A"
"World","5312","Area harvested","2015","ha","558969.00","A"
"World","5312","Area harvested","2014","ha","552053.00","A"
"World","5312","Area harvested","2013","ha","557165.00","A"
"World","5312","Area harvested","2012","ha","531974.00","A"
"World","5419","Yield","2017","hg/ha","85114.00","Fc"
"World","5419","Yield","2016","hg/ha","83095.00","Fc"
"World","5419","Yield","2015","hg/ha","70387.00","Fc"
"World","5419","Yield","2014","hg/ha","60432.00","Fc"
"World","5419","Yield","2013","hg/ha","73404.00","Fc"
"World","5419","Yield","2012","hg/ha","72594.00","Fc"
"World","5510","Production","2017","tonnes","4768977.00","A"
"World","5510","Production","2016","tonnes","4925675.00","A"
"World","5510","Production","2015","tonnes","3934400.00","A"
"World","5510","Production","2014","tonnes","3336174.00","A"
"World","5510","Production","2013","tonnes","4089834.00","A"
"World","5510","Production","2012","tonnes","3861793.00","A"
"Yemen","5312","Area harvested","2017","ha","790.00",""
"Yemen","5312","Area harvested","2016","ha","791.00",""
"Yemen","5312","Area harvested","2015","ha","799.00",""
"Yemen","5312","Area harvested","2014","ha","815.00",""
"Yemen","5312","Area harvested","2013","ha","807.00",""
"Yemen","5312","Area harvested","2012","ha","804.00",""
"Yemen","5419","Yield","2017","hg/ha","21582.00","Fc"
"Yemen","5419","Yield","2016","hg/ha","21669.00","Fc"
"Yemen","5419","Yield","2015","hg/ha","22453.00","Fc"
"Yemen","5419","Yield","2014","hg/ha","22933.00","Fc"
"Yemen","5419","Yield","2013","hg/ha","22379.00","Fc"
"Yemen","5419","Yield","2012","hg/ha","22226.00","Fc"
"Yemen","5510","Production","2017","tonnes","1705.00",""
"Yemen","5510","Production","2016","tonnes","1714.00",""
"Yemen","5510","Production","2015","tonnes","1794.00",""
"Yemen","5510","Production","2014","tonnes","1869.00",""
"Yemen","5510","Production","2013","tonnes","1806.00",""
"Yemen","5510","Production","2012","tonnes","1787.00",""
"Zimbabwe","5312","Area harvested","2017","ha","22.00","Im"
"Zimbabwe","5312","Area harvested","2016","ha","22.00","Im"
"Zimbabwe","5312","Area harvested","2015","ha","22.00","Im"
"Zimbabwe","5312","Area harvested","2014","ha","22.00","Im"
"Zimbabwe","5312","Area harvested","2013","ha","22.00","F"
"Zimbabwe","5312","Area harvested","2012","ha","22.00","F"
"Zimbabwe","5419","Yield","2017","hg/ha","20336.00","Fc"
"Zimbabwe","5419","Yield","2016","hg/ha","20378.00","Fc"
"Zimbabwe","5419","Yield","2015","hg/ha","20206.00","Fc"
"Zimbabwe","5419","Yield","2014","hg/ha","20407.00","Fc"
"Zimbabwe","5419","Yield","2013","hg/ha","20909.00","Fc"
"Zimbabwe","5419","Yield","2012","hg/ha","20909.00","Fc"
"Zimbabwe","5510","Production","2017","tonnes","45.00","Im"
"Zimbabwe","5510","Production","2016","tonnes","45.00","Im"
"Zimbabwe","5510","Production","2015","tonnes","44.00","Im"
"Zimbabwe","5510","Production","2014","tonnes","45.00","Im"
"Zimbabwe","5510","Production","2013","tonnes","46.00","F"
"Zimbabwe","5510","Production","2012","tonnes","46.00","F"

"fnSeqID","Footnote"
"*","Unofficial figure"
"A","Aggregate, may include official, semi-official, estimated or calculated data"
"F","FAO estimate"
"Fc","Calculated data"
"Im","FAO data based on imputation methodology"
